岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
数据分析师,https://www.zhipin.com/job_detail/83933927ee600a9e1HR539m0EltQ.html?lid=584LjSKRAgW.search.182&securityId=f9JjkCXw9vlIP-c1OhrzJxerckbBXG9KFHzzSq3Tqs3cQNFeQCLtLDQ10NsGJQXWafuJPyy2-3iAfgih5i0OniJ2MhZGb9L9mDtwVhm0ozrQGxDJSf8~&sessionId=,7-12K,莎莎电子商务,广州,1-3年,本科,Power BI Python SQL 经济/工商管理相关专业 电商/零售行业数据相关经验 数据分析/挖掘经验,未融资,500-999人,电子商务,五险一金 年终奖 带薪年假 节日福利
跨境电商数据分析师【五险一金、包吃】,https://www.zhipin.com/job_detail/223db79c843f7e211X1z2d--EFNV.html?lid=584LjSKRAgW.search.183&securityId=i3XFic01oaKXR-X1Oj6eb56SJeDAAA_q9USK_XhnM-XhFHYL99ZL6myUReTC1iUy8OlNkCWUITYqqHX_QUsiCrjrUovMre5dd11WZjkVIIVKge6OvQ~~&sessionId=,13-25K,徕伊佐慕服饰,广州,1-3年,本科,SQL Python Power BI 数学/统计相关专业 计算机相关专业 电商/零售行业数据相关经验,未融资,20-99人,服装/纺织/皮革,五险一金 加班补助 年终奖 带薪年假 员工旅游 包吃 节日福利
Python +ArcGIS数据分析师,https://www.zhipin.com/job_detail/79ad29c88ae4fb511XV93du1ElNQ.html?lid=584LjSKRAgW.search.184&securityId=zN1bNEMN77rNn-_1MS3hOtcniAGeX_QEAdpon0JRJM_b7YYGp3e8HoRk7QlIMRz6z3bf5uPkZXexUVpOsI6YG3KFyTBaTeWDlaUPvvod21whRIP4&sessionId=,10-15K,吉奥时空,广州,1-3年,本科,ArcGIS Hadoop HDFS 计算机相关专业 Spark Python,未融资,1000-9999人,计算机软件,五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶
直播数据分析师,https://www.zhipin.com/job_detail/7c29f0ebdbf5cb5b1HR62tu_F1dU.html?lid=584LjSKRAgW.search.185&securityId=RL5zC6ZmJjJkR-a1KyC5ykcet_UXDjx6W68usSDobaZwQlUIIKHQ6COfVG5gbMOy582sa6xWadBdhGDHfM33EgOhzTQxZOEeNcLI9hBKlMDLkCADDsJE&sessionId=,25-40K,腾讯,广州,3-5年,硕士,数据分析,不需要融资,10000人以上,互联网,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 免费班车 餐补 交通补助 包吃 节日福利 住房补贴 零食下午茶 公仔周边活动 免费健身房 免费早晚餐
数据分析师,https://www.zhipin.com/job_detail/9257c6fc0bfa93f91HR42d-4EFdS.html?lid=584LjSKRAgW.search.186&securityId=kM6QdV1rkr0kM-T1id0GcpybFHQf4DuOVEvR7B8eimPmyJJGhTRdthcZTW_WjimYLlIvG_4xHpP2Bh7yel4XimAiNk3Jyh-LlkaujicKvdAITQuFMg~~&sessionId=,11-16K,4kmiles,广州,经验不限,本科,SQL Python,B轮,100-499人,数据服务,生日会 节日福利 团建聚餐 零食下午茶 带薪年假 股票期权 年终奖 补充医疗保险 五险一金 圣诞假
数据分析师,https://www.zhipin.com/job_detail/c10c6fff6e0c97561XNy3ty_EVtR.html?lid=584LjSKRAgW.search.187&securityId=qnYqsBCPValrQ-V195CXZz9piEKmiEvt9Nr4CeSMLcX0C7bcqQGVDrtvUPVqamKvmQRZ-_lD7lgq4WqwXDHPgi7yoZyt-d9rhfAFUVqI1QW0ArqseZ1L&sessionId=,15-25K·13薪,溪木源,广州,3-5年,本科,SQL Power BI Python,C轮,100-499人,电子商务,生日福利 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 夜班补助 企业年金 股票期权 年终奖 定期体检 补充医疗保险
数据分析师（用户增长）,https://www.zhipin.com/job_detail/c461bf665a46164a1XB82Ny1EldT.html?lid=584LjSKRAgW.search.188&securityId=OqQOODHYonKSh-Y16cb1WhmEPRSRn8FFYDncJNo92Qhpv_zDKC2d2xVlpUcfoKuTI4awqkGmF6cJbjd_0EFRnGBSX_BQ4KLRPXxU3cpqwSrl7Ts~&sessionId=,12-24K·15薪,广州智品网络科技公司,广州,1-3年,本科,SQL Python 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验 投放 直播 增长,A轮,100-499人,移动互联网,五险一金 定期体检
数据分析师,https://www.zhipin.com/job_detail/09128b67361d7fbb1XV42d-8FVZS.html?lid=584LjSKRAgW.search.189&securityId=UQdwHQDtWyBav-G1AQSgZ_LmukwCs_oORIL4IBOQFCuj4In2n6cDqSLSlZPtcPUhlrk4ZpawJFvsx_jdNMmixGDCpOq6plvzlvAGq9jdAvUl8VgzA8Ax&sessionId=,20-35K·14薪,腾讯,广州,1-3年,本科,Python Spark SQL R Tableau,不需要融资,10000人以上,互联网,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 免费班车 餐补 交通补助 包吃 节日福利 住房补贴 零食下午茶 公仔周边活动 免费健身房 免费早晚餐
跨境数据分析师,https://www.zhipin.com/job_detail/36ee9778de63bd971X172dq0GFFV.html?lid=584LjSKRAgW.search.190&securityId=yeDu4sKp4u2lU-e1M1Rm4fB9MBA0lq9y3IonyBPRshhe5RjnMoX4abG_EtbaUYVeXZonZwwlHw-iSVwaCHZn2W57lhM8whUQ3Za0bKDUesW--rYk4-dV&sessionId=,10-11K,众盛商贸,广州,1-3年,本科,数学/统计相关专业,未融资,20-99人,电子商务,有无线网 团建聚餐 零食下午茶 餐补 全勤奖 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/33534a467f2eec601XN92dm1ElFX.html?lid=584LjSKRAgW.search.191&securityId=appeywFRMTToa-v18M0Vk_OTv64-UagBrTp_wK5Y64XbjFhljkYyjPlQIwyA75HEx9-jR3VggfmnOowgzMgAoePhsDGp0p6XJDYBs0mEa5LhVVDi&sessionId=,25-45K·16薪,某知名互联网公司,广州,经验不限,本科,游戏数据分析,,,,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 餐补 包吃 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/eeb024a5c02626aa1n193t-5ElBT.html?lid=584LjSKRAgW.search.192&securityId=kJGf8akUzXZAX-f11qr6ysdeGpR4X7kFL2A605OGfz62FVDNRRRCIScq2kLrWQfPNCN-Vt9Q36ouOaxT0XAfBkueKDd2aIMZxJxS32xo-s1-fCCswg~~&sessionId=,15-30K,大益集团,广州,3-5年,本科,Excel SQL Python 相关分析 决策树 回归分析 描述统计 聚类分析,不需要融资,100-499人,电子商务,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 通讯补贴 节日福利 定期团建 生日会 工作居住证 工会福利
发行数据分析,https://www.zhipin.com/job_detail/a77ced3b70d8b57d1XN92t29F1NW.html?lid=584LjSKRAgW.search.193&securityId=TGbMhZKRqtVfe-x1wTmdzn_fA0aeWXRaCDzHj4PEb8J0Wcixx1EJUfPXDoPJboNvR3EqdWXALh0Gw9Sb9SjY0bzw_tdhBoRSW3YUZlq2xMID9g~~&sessionId=,16-25K·13薪,诗悦网络,广州,1-3年,本科,投放 监控 买量,不需要融资,1000-9999人,游戏,五险一金 补充医疗保险 定期体检 全勤奖 带薪年假 员工旅游 包吃 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/28fac6487129af4d1XB-29W1FVNX.html?lid=584LjSKRAgW.search.194&securityId=zKT90sNKS0Zha-t1ls5K7IQxzOOl2BVl6MncOx2PSxAzlWc1NP_KgdanKAPgApm2JrvT5mCAiIY49ZdAi0OuVWB8XTVJ-0O2WiDbzmoHqxtkiuYc4zOo&sessionId=,12-17K,无上,广州,1-3年,本科,数学/统计相关专业 数据分析/挖掘经验 金融行业数据相关经验,不需要融资,0-20人,移动互联网,团建聚餐 员工旅游 带薪年假 全勤奖 工龄奖 法定节假日三薪 底薪加提成 五险一金
数据分析师,https://www.zhipin.com/job_detail/71af951421a3026533xy39m-FlU~.html?lid=584LjSKRAgW.search.195&securityId=2yNU9x7qqwWqt-S1YQWUS0fhNzejNK6r9KU7x9N_Az9h8wShedo-VtLWLstM62g5Ffv14lCa3y524QC2Mb0f3IRKdFbfUQ_BvD9TkxXaGaaKz5A~&sessionId=,10-15K,劳卡全屋定制,广州,3-5年,本科,数据分析,不需要融资,1000-9999人,生活服务,五险一金 全勤奖 年终奖 带薪年假 员工旅游 通讯补贴 节日福利 英雄奖金
数据分析师,https://www.zhipin.com/job_detail/66c99487b47e38131XB60tS1FFRW.html?lid=584LjSKRAgW.search.196&securityId=IDztA3Msx2IRQ-91oLZUdCtNXQHADZJtIqhzL5MMGc5_5Oe_JxLxGX39M9hPbaO5nAVc2wbe2yuhiWCYxVetrmO0eugWyYTcJnJz1DABVeMH18Tu&sessionId=,15-25K·14薪,Shopee,广州,1-3年,本科,SQL Python,已上市,1000-9999人,电子商务,五险一金 补充医疗保险 定期体检 带薪年假 零食下午茶
数据分析,https://www.zhipin.com/job_detail/1144958eaf0cfc301HR539S6EFNX.html?lid=584LjSKRAgW.search.197&securityId=TJ4yXYBjH95eg-u18RnIbp8xs0Hh2JWU1s5WrJnoHh0mYLkGlwpgynNuCIBvSkkAyfAXQRvwhlWU5sw0EX8uTEDadp8SfND7HLobVqfiF0J1sS3v-3c~&sessionId=,15-25K·15薪,Flat Incubator,广州,经验不限,本科,SQL Power BI Python 业务分析 数据产品,不需要融资,500-999人,互联网,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
数据分析师—大厂,https://www.zhipin.com/job_detail/fc5803353bafd95f1Xx53du4ElpT.html?lid=584LjSKRAgW.search.198&securityId=m8Ii9PjGwvVEM-i1kNwtJ6KQxJnn3nFvEYgS4nxP3rVEQUecBTMr07uJD9O7hSojmCLvVSDf9iDNugwetY2YVhh7hoDvuXMqqLTfPVfxZxGsYA~~&sessionId=,20-25K·13薪,某大型互联网上市集团公司,广州,经验不限,本科,SQL Python Hive 数学/统计相关专业 数据分析/挖掘经验 互联网 业务数据分析 linux,,,,五险一金 补充医疗保险 定期体检 全勤奖 年终奖 带薪年假 免费班车 包吃 节日福利
数据分析师,https://www.zhipin.com/job_detail/eca3a6c6edbd3df11nZz29u_FlpQ.html?lid=584LjSKRAgW.search.199&securityId=S3SQKXtRGbVfJ-11gDcYcBhWYS0endg9U094XdaNb51ucw2J6GkXPtpXO9g-iNvjsyRtTNF090USyyntJdRrdb8UZLbeX9fd-tiWFqAwJAPAGKrBiA~~&sessionId=,15-20K,大牛教育,广州,3-5年,本科,SQL Python Excel 决策树 相关分析 大数据 数据分析 多元统计分析,A轮,100-499人,在线教育,生日福利 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
数据分析,https://www.zhipin.com/job_detail/8831ebfcd9436f8c1X1_39q4FFZT.html?lid=584LjSKRAgW.search.200&securityId=c4-xGFHFerac_-b1TiMjTB7USuAzwomTfJv4g1Qx-sMTSDU1xKBq9TvAq0QWpmSBXiMmIavCeGqPcDt9xK6SH3YsD2wKfEgeJTUkZagWOUjFWohV&sessionId=,20-40K·13薪,某大型知名互联网金融公司,广州,3-5年,本科,SQL,,,,节日福利 员工旅游 带薪年假 年终奖 定期体检 补充医疗保险 五险一金
高级数据分析师,https://www.zhipin.com/job_detail/fb0475cc9b7925161XJ93tq9E1FQ.html?lid=584LjSKRAgW.search.201&securityId=xjEHQnuZWG-rD-B1WYHmGE0SSU9M31Y6Aia-jwQZo1LeyqQoM8-AoYw0fA-61ZjiILGIjeBi2QBs9kXwurlmSptzVihp5n4Dq8wI30R8jbH133GWgbU~&sessionId=,10-13K,那是家大潮玩,广州,1-3年,大专,SQL Python 数据分析/挖掘经验,未融资,0-20人,玩具/礼品,五险一金 全勤奖 带薪年假 住房补贴
数据分析,https://www.zhipin.com/job_detail/748d2c6df3dc62ec1HR73Nm9E1pX.html?lid=584LjSKRAgW.search.202&securityId=wY9HNzI755MAQ-m1QufFTjEFQRffUu2CuprcoR6RMWm9lxtxRe3ki1p7DM2O9kZH1nMqMARD7vZjBIEHO7bQsYN6FYFMoW4ZNDYHcHtnQhqcMyI~&sessionId=,6-11K,有数,广州,1-3年,本科,数学/统计相关专业,A轮,100-499人,互联网,五险一金 定期体检 年终奖 股票期权 带薪年假 员工旅游 节日福利 零食下午茶 技术分享 培训
数据分析师,https://www.zhipin.com/job_detail/09a413c99a2a33ee1X1z3Nm5FFJV.html?lid=584LjSKRAgW.search.203&securityId=dQ8vWrXMgVLxj-m1KnOiXrr2ciwFGHg6sjJ9I9WAoBPmcxfpXEtWP2tsUS4CaJbWL3TPsoRI62gheUeLF-ORUA7x1kbTK2twwpVGMi9y5PDwY6bN&sessionId=,11-18K,慧科讯业,广州,3-5年,本科,social listening 消费者洞察 社媒研究,D轮及以上,1000-9999人,数据服务,五险一金 加班补助 年终奖 带薪年假 餐补 交通补助 节日福利 零食下午茶 生日福利 通讯补贴 团建聚餐 定期体检 补充医疗保险
数据分析师（跨境电商）,https://www.zhipin.com/job_detail/9a928003e6b000aa1X1409m5EFVY.html?lid=584LjSKRAgW.search.204&securityId=uAKzqCXt6ezmd-l1NZ-DCgO3DWUHOCiOHB53OO_Oi_-2PvqLS33O5Jviu-hFHOvAptgPZuEcSSJZrouvtpAqi2zjP4jXed0wlLkRUqTNL4H-pDWjrAY~&sessionId=,14-20K,瑞清,广州,3-5年,本科,跨境电商 数据分析 数据分析/挖掘经验 销售预测 需求计划 电商/零售行业数据相关经验,不需要融资,20-99人,贸易/进出口,节日福利 住房补贴 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 五险一金
化妆品数据分析师,https://www.zhipin.com/job_detail/bdf2160bdbea099b1XN_0ti5F1BU.html?lid=584LjSKRAgW.search.205&securityId=jRK06VwVYOtMC-y1CGB0olBg1McGNPo_Itd8Z7MESVtSJreDlTZe7tCEaY0sPqWXZAPlhW9m0ZLpGd7VHP6wIJo4XEnichqnCcH_t3rLSmCkuJ90LGk~&sessionId=,12-22K,美易搜,广州,3-5年,本科,数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验 化妆品 行业分析,不需要融资,100-499人,数据服务,五险一金 定期体检 年终奖 绩效奖金 保底工资 加班补助 节假日加班费 全勤奖 带薪年假 员工旅游 零食下午茶 团建聚餐 包住 有无线网 高温补贴 节日福利 生日福利 交通补助
数据分析师,https://www.zhipin.com/job_detail/34291ac45252ac273nB83tu8FFo~.html?lid=584LjSKRAgW.search.206&securityId=vpCZR683CvS7x--14Ar97xQiUNLnxMcUmPosjvoTERhnjH20NWox_vkMZvmqcLD6mycnPfg3C2NmyneT9DBJ8DI2b2c4wH30odVczCo3WzeK2O_h&sessionId=,8-10K,维迪家具,广州,1-3年,本科,Excel,未融资,20-99人,贸易/进出口,
跨境电商数据分析师,https://www.zhipin.com/job_detail/57505601f023bcc11Xx53Ni6F1BQ.html?lid=584LjSKRAgW.search.207&securityId=MXnn1PoJHeOu7-h1yVNcoqLiXFJ9zlLr8AUAqFD-bGcg9wrq3I6wuOp1sQIsLC31tS-XpL5bJDJIGXlAF-dmX3KSRvA6-14C31bRbG0Xz5gIJeuUjQ~~&sessionId=,8-12K,路域斯,广州,3-5年,本科,SQL Python 数学/统计相关专业 计算机相关专业 亚马逊 数据分析,不需要融资,20-99人,贸易/进出口,节日福利 有无线网 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 全勤奖 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/5809b7c0d1e3def51nR63tS_FVVR.html?lid=584LjSKRAgW.search.208&securityId=BlJhjvxDRKtN9-61fKhdd_WCBFiVCCUWyKbwMYWn6t2OnjdcfH5PQ_S9qT0UG7Zy_7ao4_eFBcN0gxj0NYuJY6YWOSh-_1C8iWhfhN1zOykx&sessionId=,30-35K,腾讯,广州,3-5年,本科,数据分析 数据仓库 SQL BI 商业分析 Python,不需要融资,10000人以上,互联网,交通补助 节日福利 免费班车 有无线网 住房补贴 零食下午茶 餐补 包吃 员工旅游 带薪年假 股票期权 绩效奖金 年终奖 定期体检 意外险 补充医疗保险 五险一金 公仔周边活动 免费健身房 免费早晚餐
高级数据分析师,https://www.zhipin.com/job_detail/3658371d30caf04e1HR42d2_EltQ.html?lid=584LjSKRAgW.search.209&securityId=FOsflY_014bQ0-M1O2l2nK07FXLjZ7eCbsK1F2lu2n3S1G4aYsZecL4gTLHrS-7BFhhmMdNW_jqgxglhP1VHZvwtZgRkegK2VXQG2DBeeS9lG8YNwA~~&sessionId=,9-12K,极点三维,广州,3-5年,本科,MATLAB 数据分析 家居,未融资,1000-9999人,计算机服务,五险一金 定期体检 带薪年假 员工旅游 免费班车 包吃 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/68dc060324ffd5cf1Xxz2Nm7EFdU.html?lid=584LjSKRAgW.search.210&securityId=-W0XIXGjctags-w15z5BRG-YvMtH4wTxA9UtCcPLKRKZn7mZhHARgTy0LHRDnMPpHNWfeJANwDFtkCNI8QOQ50kqUZshCTPaTsn6QXaEk9Iu8OcQGbQ~&sessionId=,10-15K·14薪,南方+,广州,1-3年,硕士,不限 SQL 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,不需要融资,100-499人,移动互联网,交通补助 通讯补贴 餐补 带薪年假 加班补助 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/6fdad44c6179c5dc1X152tu8FVNT.html?lid=584LjSKRAgW.search.211&securityId=7lZI1Rxhh0nCu-T1VCS-iuHsrq13akPvZECV1uH0SIKhHuT615FqvGcWkuBAdDsOI8B165Q_ZxP_fZHglNls1-Vr-OC1ChhLgRjoRv_HOYNwr_WFovXw&sessionId=,21-30K·16薪,欢聚集团,广州,3-5年,本科,SQL Python R,已上市,1000-9999人,移动互联网,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/358666b20b49f58d1XN909y0EVZZ.html?lid=584LjSKRAgW.search.212&securityId=IM4d7RQX1MEcC-v15lTfWuOBEZWxDmNjLWu9JeyG-j2xBFg0UlHGaAaMSSsS02ylP6fNY97-WLOgL8cIK3cd0lwj1_naciGOupjJUpkH1bX5EfDKwQ~~&sessionId=,8-12K·13薪,仟传,广州,1-3年,本科,SQL SPSS Python 数学/统计相关专业 数据分析/挖掘经验 计算机相关专业,B轮,500-999人,互联网,五险一金 定期体检 加班补助 年终奖 带薪年假 员工旅游 交通补助 节日福利 零食下午茶
数据分析,https://www.zhipin.com/job_detail/94a7b75e07367ff01HR_0t-4E1dQ.html?lid=584LjSKRAgW.search.213&securityId=0fWJfTdkH9PVT-j1gYhtLjck7GpD2wsNcioUatpdN0l5aVLfEAbcY9KIMiRO9Giy3EDUIYDF-PCErcpwPGrV42uIWvRW71cq8pukvmGMle2OJTSnjA~~&sessionId=,20-30K,中移互联网,广州,1-3年,本科,Python SQL 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,不需要融资,1000-9999人,移动互联网,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 免费班车 餐补 通讯补贴 交通补助 包吃 节日福利 零食下午茶
生产数据分析,https://www.zhipin.com/job_detail/dc8e9ef291efbfbf1XB629-7EVtQ.html?lid=584LjSKRAgW.search.214&securityId=r9RvzQYFnkzbv-81cDMw0LZ8lIXRfB7hqNUayWAWcjILS5kCCfSdrQtHEa2NYbo-sYtNgmaOSX0D0zbcu8SrRjPzr_kqQfFz-d_dJo87StFZoK-gIw~~&sessionId=,6-8K,乐禾食品集团,广州,3-5年,本科,数学/统计相关专业 计算机相关专业 毛猪 生鲜 数据分析师,D轮及以上,1000-9999人,批发/零售,五险一金 定期体检 包吃 节日福利 零食下午茶 免费工装 餐补 工龄奖
数据分析师,https://www.zhipin.com/job_detail/6b73a9e85ca70d391nJ42tu1EVZV.html?lid=584LjSKRAgW.search.215&securityId=BaEchWmz-TErx-A154ouKM5kznMLG0eEvKs86uONNSZmRS4ks_yZUuSfq7rTEyaS-flfksdPCniXS4dkYaTHEnmndiA_YEiFCXhuOm0V2w6FFoPJwAaj&sessionId=,7-9K·13薪,广东网商互联,广州,经验不限,本科,SQL Python,不需要融资,20-99人,互联网,五险一金 年终奖 带薪年假 季度奖金
数据分析师,https://www.zhipin.com/job_detail/c4315431b2c1269d1nJ839q9EVRX.html?lid=584LjSKRAgW.search.216&securityId=MsETowgfye8dx-z1ZHAVprwcGBmaKPkpGF_QBgSJmFzkjwjkCE2518JAGehrsWrJXVWLTHn80iGAncd8G_uyiDQHzwXvy8_TPizab2YNBVsLOYg5m-nN&sessionId=,10-11K,新易,广州,经验不限,本科,Excel SPSS SAS R Stata Matlab 多元统计分析 回归分析,,0-20人,计算机软件,
高级数据分析师,https://www.zhipin.com/job_detail/1cd5eb46fe8d63021XJz2tW1ElFQ.html?lid=584LjSKRAgW.search.217&securityId=2VbTlBBRYFZIs-e1UZAbPlkQ0Vbu-CIpbUhHvxartgblpJ50Oxkg3HovKFwsfOlNCRDwufNi-eHUTqcfWS7nojXxCZdWSCsuCjNv6k0PA23HSf5nIGQ~&sessionId=,30-50K·15薪,某大型互联网上市集团公司,广州,经验不限,大专,文娱/游戏行业数据相关经验,,,,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/f6ae7f5be7ba1e2f1nVz3d27EFZX.html?lid=584LjSKRAgW.search.218&securityId=6LNQZ8FxaI0F3-q1zxB5vpTrzd_heprxEtcht7Gm0zQV4tvAORXO9cJghRphiQ5yCuPBvYbSOCsZZwmtFnt2vJ22J4ZR7hmddqQs9Qq-GTrZ_O7-&sessionId=,7-9K,比地数据,广州,1-3年,本科,SQL Python Excel,未融资,100-499人,数据服务,五险一金 定期体检 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 生日福利 团建聚餐 绩效奖金
数据分析工程师,https://www.zhipin.com/job_detail/6bfb0ddf615192dc1Xx92dS_E1tW.html?lid=584LjSKRAgW.search.219&securityId=397fB3WhCCagz-Y1rR5uoGi6w3sE44jDOu5zhmvv-s9dFFm7Tcu27APdEG7H4ctrb6z3gp6clvXGDEZOqd7WeOboTARzuo38uhUE5BVyHpVZWb37vjQ~&sessionId=,7-9K,德维天悦,广州,1-3年,本科,机器学习建模经验 RPA 智能机器人,,20-99人,计算机软件,
电商资深数据分析师,https://www.zhipin.com/job_detail/35806e0c570cb3af1HR53ti5EVdV.html?lid=584LjSKRAgW.search.220&securityId=W0YkyVuL03jOs-31cZxTB9bihmzTVO8caqW970SlBErtkbLqiCYOrHsIJH76thwI44kgFqtq4DPo12NgSRbQ9KGq0Z-fTqihncA8UkWDBCbprPBUW_Sa9KylszXRjEQnRgYmpj7nSEji0XRsLz8z-eJv&sessionId=,25-45K·14薪,中矩工程咨询,广州,5-10年,本科,SQL Python Tableau,D轮及以上,100-499人,建筑设计,生日福利 零食下午茶 餐补 员工旅游 带薪年假 法定节假日三薪 年终奖 定期体检 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/853ce0f783787e501nR73t60GVJX.html?lid=584LjSKRAgW.search.221&securityId=76uzSFrtF1ciz-J121uDW9heRz2AKAiYcFDzIZK02aHD4bJ8DPHYcuWqEx3539u_w38Kj84WdSuPR618oHMKXB-YEMYK8po1YrKF09rPlu73vRwfbbjW&sessionId=,10-11K,智汇基因,广州,1-3年,本科,数据分析 R语言 R 数据挖掘 Java Perl Python,,0-20人,学术/科研,
高级数据分析师(J10070),https://www.zhipin.com/job_detail/049b65c05adc9b3d1HR72Nu1EVFW.html?lid=584LjSKRAgW.search.222&securityId=VsQIP8dhZAhmt-61amszcbSZKIh3tj1rRGsT4hc4Aq80UXeS3YrudiOsEEsKfHJU9OhpXZgdNzaCdVagA5sVrRi2HxhM6H5sxVPqJKkKZ40863Usbg~~&sessionId=,20-25K,麦和,广州,3-5年,本科,SQL Tableau Power BI 数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,不需要融资,100-499人,互联网,年度体检 交通补助 生日福利 节日福利 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 绩效奖金 年终奖 定期体检 五险一金 弹性打卡
数据分析师,https://www.zhipin.com/job_detail/8135622e5205d3cd1nB-3920GVNT.html?lid=584LjSKRAgW.search.223&securityId=Fa_qBtfsyMNXp-n1qx29Cc50dujRvMtdxwwgFRg4oOFl9p_Gwoum9oZIt0dwaoCTTihReyfNRg3vv9BvMJeCJXMqH7eJiPWtQgdWHpUMq04DrbXCe1Q~&sessionId=,5-6K,麦简,广州,1-3年,大专,Python SPSS SAS Matlab,未融资,20-99人,电子商务,五险一金 定期体检 带薪年假 节日福利 零食下午茶
数据分析师(J10706),https://www.zhipin.com/job_detail/9a47134c28e2dd9a1XV92ti8FVFW.html?lid=584LjSKRAgW.search.224&securityId=jSp8X2WkOF-Ho-A1kPvVAp2uACcUbE29SHjMYto6gdJNAKOEdQlHrnXk-NiLpRhuY_a5Lan-JjWAXLFsv9Uvrv6WO8Q1LFPjPSx1Gy3KE8n0xXClIA~~&sessionId=,15-25K·14薪,中康数字科技有限公司,广州,3-5年,本科,Python,已上市,500-999人,医疗健康,五险一金 定期体检 年终奖 带薪年假 餐补 节日福利
数据分析师,https://www.zhipin.com/job_detail/ca902cd84546ca351Xx529y_EVFU.html?lid=584LjSKRAgW.search.225&securityId=-S3GzMrim0Ctf-y1OuxrP9e5k51z6cL1-46wbQcpj7lPCpqKOp45njRnQDFW4BYCz8uft-EJl_OBoXn0WXzNZk-G0lr0oGnpezOPthOJgSb9uiGT2eFN&sessionId=,14-20K,广州甄选优品,广州,经验不限,本科,SQL Python Power BI 数学/统计相关专业 计算机相关专业,未融资,0-20人,电子商务,零食下午茶 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/04e325613e607ede1X1y29y-EVJW.html?lid=584LjSKRAgW.search.226&securityId=CcN5p45ie6LCd-518vFfSikGnL3yxEYd5UXst2sdyfGrz19xdVLXijbszk66YP4Y7Bq3p8OudFW-nG-dc7Itw1HnhIWlatligrJWa2_RdCP0-iHpFA~~&sessionId=,5-6K,尚阳科技,广州,1-3年,本科,数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,已上市,100-499人,数据服务,五险一金 定期体检 年终奖 带薪年假 通讯补贴 交通补助
数据分析师,https://www.zhipin.com/job_detail/0b2623ed0db144451HR439y6ElRQ.html?lid=584LjSKRAgW.search.227&securityId=A138g5ke3i_81-N1EqqKxKn6M2FYmdCG_UBovf-J5UzXF5DuYQDOjtLZUvJCqtUpFNTsY6CeaXfvR49wybhxyhwMKgSFLIpenpy3ozUXfLc52rY-vfw~&sessionId=,6-9K,快决测QD,广州,1年以内,本科,Power BI 数据分析/挖掘经验 计算机相关专业 SPSS 数学/统计相关专业 Python,B轮,100-499人,其他专业服务,节日福利 有无线网 餐补 带薪年假 股票期权 绩效奖金 年终奖 定期体检 意外险 五险一金 商业保险
